DATE DE CLASSEMENT;DATE DE PUBLICATION DE L'ÉTABLISSEMENT;TYPOLOGIE DE L'ÉTABLISSEMENT;CLASSEMENT;CATÉGORIE;MENTION;NOM COMMERCIAL;ADRESSE;CODE POSTAL;COMMUNE;TÉLÉPHONE;COURRIEL;SITE INTERNET;TYPE DE SÉJOUR;CAPACITÉ D'ACCUEIL (PERSONNES);NOMBRE DE CHAMBRES;NOMBRE D'EMPLACEMENTS;NOMBRE D'UNITÉS D'HABITATION;NOMBRE DE LOGEMENTS
10/07/2012;10/07/2012;HÔTEL;3 étoiles;-;-;L'AGATE HÔTEL PARIS;8 cours de vincennes;75012;PARIS;143451353;agate-hotel@wanadoo.fr;http://www.hotelagateparis.com;-;76;43;-;-;-
10/07/2012;10/07/2012;HÔTEL;2 étoiles;-;-;HÔTEL LIÈGE STRASBOURG;67 boulevard de strasbourg;75010;PARIS;147701057;hotelliegestrasbourg@orange.fr;www.paris-hotel-liegestrasbourg.com;-;99;41;-;-;-
10/07/2012;10/07/2012;HÔTEL;3 étoiles;-;-;LE ROCROY HÔTEL PARIS;13 RUE DE ROCROY;75010;PARIS;149707070;bonjour@lerocroy.com;www.lerocroy.com;-;99;54;-;-;-
10/07/2012;10/07/2012;HÔTEL;4 étoiles;-;-;HILTON PARIS OPERA;108 rue Saint-Lazare;75008;PARIS;01 40 08 44 44;isopera.info@hilton.com;http://www.hiltonhotels.com;-;1537;266;-;-;-
10/07/2012;10/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL BEAUGENCY;21 RUE DUVIVIER;75007;PARIS;147050163;infos@hotel-beaugency.com;www.hotel-beaugency.com;-;56;30;-;-;-
10/07/2012;10/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL LEFT BANK SAINT-GERMAIN ;9 rue de l'Ancienne Comédie;75006;PARIS;143540170;reservation@hotelleftbank.com;http://www.hotelleftbank.com;-;70;31;-;-;-
10/07/2012;10/07/2012;HÔTEL;4 étoiles;-;-;SELECT HÔTEL;1 PLACE DE LA SORBONNE;75005;PARIS;146341480;info@selecthotel.fr;http://www.selecthotel.fr;-;127;66;-;-;-
10/07/2012;10/07/2012;HÔTEL;2 étoiles;-;-;HÔTEL VIVIENNE;40 rue vivienne;75002;PARIS;142331326;paris@hotel-vivienne.com;www.hotel-vivienne.com;-;95;44;-;-;-
09/07/2012;09/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL DU QUAI VOLTAIRE;19 quai voltaire;75007;PARIS;142615091;v.glineur@wanadoo.fr;http://quaivoltaire.fr;-;64;33;-;-;-
09/07/2012;09/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL DU VIEUX MARAIS;8 rue du Plâtre;75004;PARIS;142784722;hotel@vieuxmarais.com;http://www.vieuxmarais.com;-;54;29;-;-;-
09/07/2012;09/07/2012;HÔTEL;2 étoiles;-;-;IBIS BUDGET;1 AVENUE DE L'EUROPE;94360;BRY-SUR-MARNE;892683284;h2538@accor.com;http://www.etaphotel.com/fr;-;106;47;-;-;-
09/07/2012;09/07/2012;HÔTEL;1 étoile;-;-;HÔTEL PREMIÈRE CLASSE;2- 8 AVENUE JEAN FOURGEAUD;93420;VILLEPINTE;148606384;manager.villepinte@premiereclasse.fr;http://www.premiere-classe-villepinte.fr;-;217;74;-;-;-
09/07/2012;09/07/2012;HÔTEL;3 étoiles;-;-;CAMPANILE GENNEVILLIERS BARBANNIERS;1 AVENUE MARCEL PAUL, PARC D’ACTIVITéS BARBANNIERS;92230;GENNEVILLIERS;147943131;manager.gennevilliers.barbanniers@campanile.fr;http://www.campanile.com;-;258;116;-;-;-
09/07/2012;09/07/2012;HÔTEL;4 étoiles;-;-;HÔTEL MONTFLEURI ARC DE TRIOMPHE;21 Avenue de la Grande Armée;75116;PARIS;145003365;montfleuri@wanadoo.fr;http://www.montfleuri.fr;-;74;42;-;-;-
09/07/2012;09/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL DE CORBEIL;avenue Paul Maintenant;91100;CORBEIL-ESSONNES;160894145;manager.corbeilessonnes@campanile.fr;-;-;160;80;-;-;-
09/07/2012;09/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL ARC ÉLYSÉES;45 rue Washington;75008;PARIS;617594974;jugurta.timsiline@gmail.com;http://www.hotelarcelysees.com;-;45;24;-;-;-
09/07/2012;09/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL ARC DE TRIOMPHE ÉTOILE;3 rue de l'étoile;75017;PARIS;629595170;jugurta.timsiline@gmail.com;http://www.hotelarcdetriompheetoile.com;-;59;27;-;-;-
09/07/2012;09/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL ROYAL MAGDA ÉTOILE;7 rue Troyon;75017;PARIS;147641019;contact@royalmagda.com;http://www.royalmagda.com;-;92;37;-;-;-
09/07/2012;09/07/2012;HÔTEL;3 étoiles;-;-;ABEROTEL MONTPARNASSE;24 rue Blomet;75015;PARIS;140617050;aberotel@wanadoo.fr;http://www.aberotelparishotel.com/fr/;-;40;28;-;-;-
09/07/2012;09/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL PARADIS;41 RUE DES PETITES éCURIES;75010;PARIS;145230822;hotel@hotelparadisparis.com;http://www.hotelparadisparis.com;-;87;38;-;-;-
09/07/2012;09/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL DE LA GARE DU NORD;31-33 rue Saint-Quentin;75010;PARIS;148780292;manager.hotelgaredunord@orange.fr;http://www.gare-nord-hotel.com;-;88;47;-;-;-
09/07/2012;09/07/2012;HÔTEL;4 étoiles;-;-;HÔTEL MELIÀ VENDÔME;8 RUE CAMBON;75001;PARIS;144775400;reservations.vendome@melia.com;http://www.melia.com;-;174;83;-;-;-
09/07/2012;09/07/2012;RÉSIDENCE DE TOURISME;4 étoiles;-;-;RELAIS SPA CHESSY;1 rue des Grands Prés;77700;CHESSY;01 64 17 31 31;paris.chessy@relais-spa.com;http://www.relais-spa.com/valdeurope/;-;616;-;-;218;-
09/07/2012;09/07/2012;RÉSIDENCE DE TOURISME;3 étoiles;-;-;ADAGIO ACCESS CLAMART;426 avenue du Général de Gaulle;92140;CLAMART;140946000;H8366@ADAGIO-CITY.COM;http://WWW.ADAGIO-CITY.COM;-;308;-;-;147;-
09/07/2012;09/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL CENTRE VILLE ÉTOILE;6 rue des Acacias;75017;PARIS;617594974;jugurta.timsiline@gmail.com;http://www.hotelcentrevilleetoile.fr;-;27;15;-;-;-
08/07/2012;08/07/2012;RÉSIDENCE DE TOURISME;4 étoiles;-;-;RESIDHOME APPARTHOTEL PARIS OPÉRA;30 RUE JOUBERT;75009;PARIS;156350035;paris.opera@residhome.com;www.residhome.com;-;248;-;-;89;-
08/07/2012;08/07/2012;HÔTEL;2 étoiles;-;-;HÔTEL MONNIER;14 rue Henry Monnier;75009;PARIS;142853719;hotelmonnier@orange.fr;www.hotelmonnier.com;-;77;34;-;-;-
08/07/2012;08/07/2012;CAMPING;4 étoiles;Loisirs;-;CARAVANING DES BONDONS;47-49 Rue des Bondons;77260;LA FERTÉ-SOUS-JOUARRE;160220098;castel@chateaudesbondons.com;www.caravaningdesbondons.com;-;-;-;247;-;-
08/07/2012;08/07/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING CLUB LE PARC DE PARIS;rue Adèle Claret, Montjay la Tour;77410;VILLEVAUDÉ;160262079;info@campingleparc.fr;http://www.campingleparc.fr;-;-;-;363;-;-
08/07/2012;08/07/2012;HÔTEL;1 étoile;-;-;HÔTEL MONTSOURIS ORLÉANS;15 rue Beaunier;75014;PARIS;145405013;hotel.montsouris.orlean@club-internet.fr;-;-;46;27;-;-;-
08/07/2012;08/07/2012;HÔTEL;3 étoiles;-;-;TERMINUS VAUGIRARD;403 RUE DE VAUGIRARD;75015;PARIS;148281872;info@terminus-vaugirard.com;http://terminus-vaugirard.com;-;171;89;-;-;-
07/07/2012;07/07/2012;HÔTEL;4 étoiles;-;-;TRIANON PALACE VERSAILLES ;1 boulevard DE LA REINE;78000;VERSAILLES;130845000;pierre.tavitian@waldorfastoria.com;http://trianonpalace.fr;-;1480;199;-;-;-
07/07/2012;07/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL TURENNE LE MARAIS;6 rue de Turenne;75004;PARIS;142784325;isabelle.petisne@turennemarais.com;http://www.turennemarais.com;-;81;41;-;-;-
07/07/2012;07/07/2012;HÔTEL;3 étoiles;-;-;CLASSICS HÔTEL PARIS PORTE DE VERSAILLES;3 RUE GEORGES MARIE;92130;ISSY-LES-MOULINEAUX;141090606;nhenocque@classics-hotel.com;http://www.classics-hotel.com;-;96;52;-;-;-
07/07/2012;07/07/2012;HÔTEL;3 étoiles;-;-;CLASSICS HÔTEL PARC DES EXPOSITIONS;6 RUE AUGUSTE GERVAIS;92130;ISSY-LES-MOULINEAUX;141461040;nhenocque@classics-hotel.com;http://www.classics-hotel.com;-;98;49;-;-;-
07/07/2012;07/07/2012;HÔTEL;3 étoiles;-;-;CLASSICS HÔTEL BASTILLE;131 RUE DE CHARONNE;75011;PARIS;144643434;nhenocque@classics-hotel.com;http://www.classics-hotel.com;-;74;35;-;-;-
07/07/2012;07/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL OPÉRA LAFAYETTE;80 rue Lafayette;75009;PARIS;147704343;hoteloperalafayette@wanadoo.fr;http://www.paris-hotel-operalafayette.com/;-;108;54;-;-;-
07/07/2012;07/07/2012;HÔTEL;3 étoiles;-;-;GRAND HÔTEL FRANÇAIS;223 BOULEVARD VOLTAIRE ;75011;PARIS;143712757;GRAND-HOTEL-FRANCAIS@WANADOO.FR;http://www.grand-hotel-francais.fr/;-;76;36;-;-;-
07/07/2012;07/07/2012;HÔTEL;3 étoiles;-;-;GRAND HÔTEL DORÉ;201 AVENUE DAUMESNIL ;75012;PARIS;143436689;GRAND-HOTEL-DORE@WANADOO.FR;http://www.grand-hotel-dore.com/;-;72;36;-;-;-
07/07/2012;07/07/2012;HÔTEL;3 étoiles;-;-;BEST WESTERN PRINCE MONTMARTRE;116 rue Ordener;75018;PARIS;153416719;resapam@yahoo.fr;http://www.bestwestern.fr/fr/hotel-paris-18eme,Best-Western-Prince-Montmartre,93767;-;49;31;-;-;-
07/07/2012;07/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL RESTAURANT CAMPANILE;2-8 rue Jean Fourgeaud;93420;VILLEPINTE;148603547;manager.villepinte@campanile.fr;http://www.campanile-villepinte.fr/fr/index.aspx;-;109;53;-;-;-
07/07/2012;07/07/2012;HÔTEL;2 étoiles;-;-;HÔTEL COSY MOCEAU;21 rue jouffroy d'abbans;75017;PARIS;619033530;cosymonceau@orange.fr;-;-;32;18;-;-;-
07/07/2012;07/07/2012;HÔTEL;4 étoiles;-;-;HÔTEL MELIA ROYAL ALMA;35 rue Jean Goujon;75008;PARIS;153936300;aldja.benarbia@melia.com;http://www.melia.com;-;130;64;-;-;-
07/07/2012;07/07/2012;HÔTEL;2 étoiles;-;-;HÔTEL TERMINUS ASNIÈRES;2 ter villa Aubert;92600;ASNIÈRES-SUR-SEINE;147933699;hta@wanadoo.fr;http://hotelterminusasnieres.com;-;88;40;-;-;-
06/07/2012;06/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL OPÉRA DEAUVILLE;40 RUE D'AMSTERDAM;75009;PARIS;148740727;operadeauville@orange.fr;www.paris-hotel-deauville-opera.com;-;60;30;-;-;-
05/07/2012;05/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL BELLEVUE;19 rue d'Orsel;75018;PARIS;153413200;hotelbellevue@wanadoo.fr;http://www.hotelbellevueparis.com/;-;79;36;-;-;-
05/07/2012;05/07/2012;HÔTEL;4 étoiles;-;-;HÔTEL WALDORF ARC DE TRIOMPHE;36 rue Pierre Demours;75017;PARIS;147646767;colson@hotelswaldorfparis.com;http://www.hotelswaldorfparis.com;-;72;44;-;-;-
05/07/2012;05/07/2012;HÔTEL;4 étoiles;-;-;HOLIDAY INN PARIS MONTPARNASSE PASTEUR;10 RUE GAGER GABILLOT;75015;PARIS;144192929;management@hiparis-montparnasse.com;www.holidayinn.com/hotels/fr/fr/paris/parrg/hoteldetail;-;142;60;-;-;-
05/07/2012;05/07/2012;HÔTEL;2 étoiles;-;-;LUTÈCE HÔTEL;5 RUE DE LANGEAC;75015;PARIS;148285695;info@lutecehotel.com;-;-;69;37;-;-;-
05/07/2012;05/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL BERSOLYS;28 RUE DE LILLE;75007;PARIS;142607379;HOTELBERSOLYS@WANADOO.FR;http://www.bersolys-paris-hotel.com/;-;30;16;-;-;-
05/07/2012;05/07/2012;HÔTEL;2 étoiles;-;-;FASTHOTEL ACHÈRES;1 avenue des droits de l'Homme;78260;ACHÈRES;139115050;acheres@fasthotel.com;www.fasthotel.com;-;100;48;-;-;-
04/07/2012;04/07/2012;HÔTEL;1 étoile;-;-;F1 MAUREPAS;24 rue Claude Bernard;78310;MAUREPAS;891705305;h2338-re@accor.com;-;-;207;73;-;-;-
04/07/2012;04/07/2012;HÔTEL;2 étoiles;-;-;HÔTEL RICHAUD;16 rue Richaud;78000;VERSAILLES;139501042;contact@hotelrichaud-versailles.com;www.hotelrichaud-versailles.com;-;78;38;-;-;-
04/07/2012;04/07/2012;HÔTEL;4 étoiles;-;-;LA MAISON FAVART;5 rue de Marivaux;75002;PARIS;142975983;stephanie.boivent@lamaisonfavart.com;http://www.lamaisonfavart.com;-;80;37;-;-;-
04/07/2012;04/07/2012;HÔTEL;4 étoiles;-;-;HÔTEL PAVILLON OPÉRA;38 rue de l'échiquier;75010;PARIS;142469275;gm@pavillonopera.com;http://www.pavillonopera.com;-;184;92;-;-;-
04/07/2012;04/07/2012;HÔTEL;4 étoiles;-;-;MERCURE PARIS CHARLES DE GAULLE AIRPORT;Roissy Pôle Ouest - BP 20248;95713;ROISSY CDG CEDEX;825804949;H1245@accor.com;http://www.mercure.com/fr/hotel-1245-hotel-mercure-paris-roissy-charles-de-gaulle/index.shtml;-;1500;344;-;-;-
03/07/2012;03/07/2012;HÔTEL;3 étoiles;-;-;QUALITY HÔTEL ACANTHE;9 rond point Rhin et Danube;92100;BOULOGNE-BILLANCOURT;146991040;domus@hotelacanthe.com;http://www.hotelacanthe.com;-;220;69;-;-;-
03/07/2012;03/07/2012;HÔTEL;4 étoiles;-;-;HÔTEL DU BOURG-TIBOURG;19 rue du Bourg-Tibourg;75004;PARIS;142784739;karen@bourgtibourg.com;http://hotelbourgtibourg.com;-;57;30;-;-;-
03/07/2012;03/07/2012;HÔTEL;3 étoiles;-;-;CAMPANILE PARIS EST PANTIN;62 AVENUE JEAN LOLIVE;93500;PANTIN;148913276;pantin@campanile.fr;http://www.campanile.fr;-;543;120;-;-;-
03/07/2012;03/07/2012;HÔTEL;3 étoiles;-;-;IBIS STYLES;212 avenue du président Wilson;93210;LA PLAINE-SAINT-DENIS;675325401;h8538-GM@accor.com;-;-;181;59;-;-;-
02/07/2012;02/07/2012;HÔTEL;3 étoiles;-;-;HÔTEL MIRAMAR;6 PLACE BIENVENUE;75015;PARIS;145486294;hotel-miramar2@wanadoo.fr;www.hotelmiramar75.com;-;69;37;-;-;-
30/06/2012;30/06/2012;HÔTEL;5 étoiles;-;-;HÔTEL DE LA TRÉMOILLE;14 Rue De La Trémoille;75008;PARIS;156521400;eelhayek@hotel-tremoille.com;http://www.hotel-tremoille.com;-;186;93;-;-;-
30/06/2012;30/06/2012;HÔTEL;5 étoiles;-;-;HÔTEL BALZAC ;6 RUE BALZAC;75008;PARIS;144351800;ascarvelis@jjwhotels.com;http://www.hotelbalzac.com;-;134;69;-;-;-
29/06/2012;29/06/2012;HÔTEL;3 étoiles;-;-;HÔTEL COURCELLES ÉTOILE;184 RUE DE COURCELLES;75017;PARIS;147636530;eric@hotel-ce.com;http://WWW.HOTEL-CE.COM;-;73;40;-;-;-
29/06/2012;29/06/2012;HÔTEL;3 étoiles;-;-;HÔTEL ANDRÉ LATIN;50-52 RUE GAY LUSSAC;75005;PARIS;143547660;fabien.sodano@orange.fr;http://hotel-andrelatin.com;-;140;69;-;-;-
29/06/2012;29/06/2012;HÔTEL;4 étoiles;-;-;HÔTEL DU JEU DE PAUME;54 rue Saint-Louis en l'île;75004;PARIS;143261418;info@jeudepaumehotel.com;http://www.jeudepaumehotel.com;-;65;30;-;-;-
29/06/2012;29/06/2012;HÔTEL;2 étoiles;-;-;HÔTEL DES ARTS;3 BOULEVARD du MARéCHAL JOFFRE;92500;RUEIL-MALMAISON;147521500;contact@hoteldesartsrueil.fr;http://www.hoteldesartsrueil.fr;-;61;32;-;-;-
29/06/2012;29/06/2012;HÔTEL;4 étoiles;-;-;L'ORÉE;route de montlhéry, les aulnes Cosson, Chemin de la Tremblaye;91160;SAULX-LES-CHARTREUX;164483838;direction@loree.fr;http://www.loree.fr;-;687;60;-;-;-
29/06/2012;29/06/2012;CAMPING;3 étoiles;Loisirs;-;LE PARC DU GUÉ;12 route de Montigny ;77690;LA GENEVRAYE;164458779;contact@camping-parcdugue.com;http://camping-parcdugue.com;-;-;-;154;-;-
29/06/2012;29/06/2012;HÔTEL;5 étoiles;-;-;LA MAISON CHAMPS ÉLYSÉES;8 rue Jean Goujon ;75008;PARIS;140746464;bcd@lamaisonc.com;http://www.lamaisonchampselysees.com;-;105;57;-;-;-
28/06/2012;28/06/2012;HÔTEL;3 étoiles;-;-;HÔTEL QUORUM;2 boulevard de la République;92210;SAINT-CLOUD;147712233;jpsenez@hotel-quorum-paris.com;-;-;232;59;-;-;-
28/06/2012;28/06/2012;HÔTEL;4 étoiles;-;-;MELIA ALEXANDER;102 AVENUE VICTOR HUGO;75116;PARIS;156906103;cecile.costenoble@melia.com;http://melia.com;-;128;61;-;-;-
28/06/2012;28/06/2012;HÔTEL;1 étoile;-;-;HÔTEL PREMIÈRE CLASSE DRANCY;10 RUE DE STALINGRAD;93700;DRANCY;148318947;premiereclassedrancy@wanadoo.fr;-;-;263;93;-;-;-
28/06/2012;28/06/2012;HÔTEL;3 étoiles;-;-;CLIM HÔTEL;ZI Paris Nord II,  62 rue de la Perdrix;95941;ROISSY-EN-FRANCE CDG;148638085;climhotel.desousa@gmail.com;http://www.climhotel.com;-;212;84;-;-;-
28/06/2012;28/06/2012;HÔTEL;3 étoiles;-;-;CAMPANILE DE CHELLES;38 AVENUE DU GENDARME CASTERMANT;77500;CHELLES;164720707;manager.chelles@campanile.fr;http://www.campanile.fr;-;125;53;-;-;-
28/06/2012;28/06/2012;HÔTEL;3 étoiles;-;-;HÔTEL DE DIEPPE;22 rue d'Amsterdam;75009;PARIS;148746161;contact@hoteldedieppe-paris.com;http://hoteldedieppe-paris.com/;-;48;27;-;-;-
28/06/2012;28/06/2012;HÔTEL;4 étoiles;-;-;HÔTEL MELIA COLBERT;7 RUE DE L'HOTEL COLBERT;75005;PARIS;156811900;miriam.penarroja@melia.com;http://melia.com;-;83;39;-;-;-
28/06/2012;28/06/2012;HÔTEL;1 étoile;-;-;HÔTEL PREMIÈRE CLASSE;16 RUE DU HARAS;92000;NANTERRE;147820996;MANAGER.NANTERRE@PREMIERECLASSE.FR;-;-;364;139;-;-;-
28/06/2012;28/06/2012;HÔTEL;3 étoiles;-;-;BEST WESTERN EIFFEL AUTEUIL;11 RUE CLAUDE TERRASSE ;75016;PARIS;145253030;pugolini@paris-honotel.com;http://www.book-your-hotel.com;-;90;51;-;-;-
28/06/2012;28/06/2012;CAMPING;1 étoile;Tourisme;-;CAMPING LES 4 ARPENTS;CHEMIN DE MEDAN;78510;TRIEL-SUR-SEINE;139759111;camping4arpents@wanadoo.fr;-;-;-;-;97;-;-
28/06/2012;28/06/2012;RÉSIDENCE DE TOURISME;2 étoiles;-;-;SÉJOURS ET AFFAIRES APPARTHOTEL RIVE GAUCHE;20 COURS DU DANUBE;77700;SERRIS;01 60 42 67 56;gabrielle.destombes@reside-etudes.fr;http://www.sejours-affaires.com;-;332;-;-;99;-
28/06/2012;28/06/2012;HÔTEL;3 étoiles;-;-;HÔTEL LE CLOS D'ALÉSIA;8 rue friant;75014;PARIS;145427191;accueil@clos-alesia.com;www.clos-alesia.com;-;55;26;-;-;-
28/06/2012;28/06/2012;HÔTEL;3 étoiles;-;-;COMFORT INN ROSNY-SOUS-BOIS;1 rue de Lisbonne;93110;ROSNY-SOUS-BOIS;148123030;comfort.rosny@wanadoo.fr;http://www.hotel-paris-rosny.com;-;537;100;-;-;-
28/06/2012;28/06/2012;HÔTEL;3 étoiles;-;-;HÔTEL DE LA PAIX;19 rue du Gros Caillou;75007;PARIS;145518617;contact@hotelparispaix.com;www.hotelparispaix.com;-;44;23;-;-;-
28/06/2012;25/07/2012;HÔTEL;2 étoiles;-;-;HÔTEL DE SUEZ;31 Boulevard SAINT MICHEL;75005;PARIS;153103400;HOTELDESUEZ@WANADOO.FR;http://www.hoteldesuez.fr;-;99;49;-;-;-
28/06/2012;28/06/2012;HÔTEL;3 étoiles;-;-;CAMPANILE PARIS EST BOBIGNY;304 AVENUE PAUL VAILLANT COUTURIER;93000;BOBIGNY;148313755;bobigny@campanile.fr;http://campanile.fr;-;565;113;-;-;-
28/06/2012;28/06/2012;HÔTEL;4 étoiles;-;-;PULLMAN PARIS TOUR EIFFEL;18 avenue du Suffren;75015;PARIS;144385600;h7229-am@accor.com;http://www.pullmanhotels.com;-;1000;460;-;-;-
28/06/2012;28/06/2012;HÔTEL;3 étoiles;-;-;HÔTEL DES COMÉDIES;8 RUE D'HAUTEVILLE;75010;PARIS;147701949;beatrice.cotin@wanadoo.fr;-;-;86;35;-;-;-
28/06/2012;28/06/2012;HÔTEL;4 étoiles;-;-;MERCURE PARIS STENDHAL PLACE VENDÔME;22 RUE DANIELLE CASANOVA;75002;PARIS;144585252;H1610-gm@accor.com;http://www.mercure.com;-;45;21;-;-;-
28/06/2012;28/06/2012;HÔTEL;3 étoiles;-;-;CAMPANILE PORTE DE BAGNOLET;30 avenue du Général De Gaulle;93170;BAGNOLET;148973600;manager.bagnolet@campanile.fr;http://www.campanile-paris-est-porte-de-bagnolet.fr;-;1110;273;-;-;-
27/06/2012;27/06/2012;CAMPING;3 étoiles;Tourisme;-;L'INTERNATIONAL DE JABLINES;Base de Loisirs;77450;JABLINES;160260937;welcome@camping-jablines.com;http://www.camping-jablines.com;-;-;-;154;-;-
27/06/2012;27/06/2012;RÉSIDENCE DE TOURISME;4 étoiles;-;-;RÉSIDHOME APPARTHOTEL VAL D'EUROPE;3 PLACE JEAN MONNET;77144;MONTEVRAIN;153234402;paris.valdeurope@residhome.com;www.residhome.com;-;810;-;-;188;-
27/06/2012;27/06/2012;HÔTEL;3 étoiles;-;-;HÔTEL FLORIDE ÉTOILE;14 RUE SAINT-DIDIER;75116;PARIS;147272336;a.martingarden@wanadoo.fr;http://floride-paris-hotel.com;-;115;60;-;-;-
27/06/2012;27/06/2012;HÔTEL;3 étoiles;-;-;HÔTEL DE LA CHAPELLE;2 route de Chevreuse;78470;MILON-LA-CHAPELLE;130234940;contact@hotelchapelle.com;http://www.hotelchapelle.com;-;36;17;-;-;-
27/06/2012;27/06/2012;HÔTEL;3 étoiles;-;-;HÔTEL DU PALAIS BOURBON;49 rue de Bourgogne;75007;PARIS;144113070;htlbourbon@aol.com;http://www.hotel-palais-bourbon.com;-;69;25;-;-;-
27/06/2012;27/06/2012;HÔTEL;1 étoile;-;-;HÔTEL PREMIÈRE CLASSE;rue Galois;78310;MAUREPAS;130507883;premiereclasse.maurepas.dir@shfrance.com;-;-;176;74;-;-;-
27/06/2012;27/06/2012;HÔTEL;3 étoiles;-;-;HÔTEL ÉCOLE CENTRALE;3 rue Bailly;75003;PARIS;148047776;stephane@hotelecolecentrale.fr;http://www.paris-marais-hotel.fr/;-;45;22;-;-;-
26/06/2012;26/06/2012;HÔTEL;3 étoiles;-;-;HOTEL DE LUTÈCE;65 RUE SAINT-LOUIS EN L'ILE;75004;PARIS;143262352;info@hoteldelutece.com;http://www.hoteldelutece.com;-;47;23;-;-;-
26/06/2012;26/06/2012;HÔTEL;5 étoiles;-;-;HÔTEL FOUQUET'S BARRIÈRE;46 Avenue George V;75008;PARIS;140696000;fledru@lucienbarriere.com;http://www.fouquets-barriere.com;-;166;81;-;-;-
26/06/2012;26/06/2012;HÔTEL;3 étoiles;-;-;LE RELAIS DU LOUVRE;19 rue des Prêtres Saint-Germain l'Auxerrois;75001;PARIS;140419642;contact@relaisdulouvre.com;www.relaisdulouvre.com;-;42;21;-;-;-
26/06/2012;26/06/2012;HÔTEL;3 étoiles;-;-;BALLADINS MONTIGNY-LE-BRETONNEUX;26 avenue des 3 Peuples;78180;MONTIGNY-LE-BRETONNEUX;130640500;montigny@balladins.com;balladins.com;-;241;50;-;-;-
26/06/2012;26/06/2012;HÔTEL;3 étoiles;-;-;HÔTEL PARIS RIVOLI;19 rue de Rivoli;75004;PARIS;142726212;gen13@orange.fr;hotel-parisrivoli.com;-;50;29;-;-;-
26/06/2012;26/06/2012;HÔTEL;2 étoiles;-;-;ETAP HÔTEL VITRY-SUR-SEINE N7;160 rue Julien Grimau;94400;VITRY-SUR-SEINE;892683234;h2713-re@accor.com;http://www.etaphotel.com/;-;114;48;-;-;-
26/06/2012;26/06/2012;HÔTEL;3 étoiles;-;-;HÔTEL PARIS 13 ITALIE GOBELINS;5 Rue Véronèse;75013;PARIS;147072090;kyriadparis@wanadoo.fr;http://www.kyriad-paris-13-italie-gobelins.fr;-;110;58;-;-;-
26/06/2012;26/06/2012;HÔTEL;4 étoiles;-;-;HÔTEL KYRIAD ROISSY VILLEPINTE PARC DES EXPOSITIONS;53 Avenue des Nations - BP 65085;95973;ROISSY CDG CEDEX;149384242;gdc@hotel-parcexpo.com;http://www.hotel-parcexpo.com;-;1188;78;-;-;-
26/06/2012;26/06/2012;HÔTEL;2 étoiles;-;-;ETAP HOTEL NANTERRE LA DEFENSE;38 avenue georges clémenceau;92000;NANTERRE;146698002;etapnld@gmail.com;http://etaphotel.com;-;325;126;-;-;-
26/06/2012;26/06/2012;HÔTEL;5 étoiles;-;-;LE ROYAL MONCEAU RAFFLES PARIS;37 avenue Hoche;75008;PARIS;142999875;aurelie.didelet@raffles.com;http://www.raffles.com/paris;-;1349;132;-;-;-
26/06/2012;26/06/2012;HÔTEL;3 étoiles;-;-;HÔTEL CHÂTEAUDUN OPERA ;30 rue de Châteaudun;75009;PARIS;617594974;jugurta.timsiline@gmail.com;http://www.chateaudun-paris-hotel.com;-;47;26;-;-;-
26/06/2012;26/06/2012;HÔTEL;3 étoiles;-;-;COMFORT HÔTEL ADÉLAÏDE;81 rue Lavoisier;91420;MORANGIS;169090245;isa.to@orange.fr;-;-;267;57;-;-;-
25/06/2012;25/06/2012;HÔTEL;3 étoiles;-;-;HÔTEL DU PRINTEMPS;1 rue de l'Isly;75008;PARIS;142941212;dir.hotelduprintemps@free.fr;http://www.hotelduprintemps.com;-;119;64;-;-;-
25/06/2012;25/06/2012;HÔTEL;2 étoiles;-;-;TIMHOTEL BOULOGNE RIVES DE SEINE;251 Boulevard Jean Jaurès;92100;BOULOGNE;146213346;brds.manager@timhotel.fr;http://www.timhotel.com/fr/nos-hotels-details/74-timhotel-boulogne-rives-de-seine.htm;-;99;51;-;-;-
25/06/2012;25/06/2012;HÔTEL;3 étoiles;-;-;QUALITY RUEIL CENTRE HÔTEL LE CARDINAL;1 place Richelieu;92500;RUEIL-MALMAISON;147082020;hhp@wanadoo.fr;http://WWW.HOTEL-RUEIL-CENTRE.COM;-;142;64;-;-;-
